Month,Prov,Immig,Char,Sex,Age,No degree,Highschoolgraduate,Postsecondary,University,Above bachelor degree
11-Apr,Ontario,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,14,8,7,8,2
11-Apr,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  15-24,5,3,0,2,0
11-Apr,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,9,5,7,6,2
11-Apr,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25-64,6,3,6,5,0
11-Apr,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,4,3,2,2,0
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,0,0,11,-
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,0,-,0,-
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,0,0,12,-
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,0,0,13,-
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,-,0,-,-,-
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,0,0,0,0
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,-,-,-,-
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,0,0,0,0
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,-,0,0,0
11-Apr,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,0,0,0,-,-
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Male,15 Years +,40,56,69,69,91
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Male,  15-24,0,54,76,71,-
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Male,  25 Years +,50,58,68,68,91
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Male,  25-64,61,63,74,70,94
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,0,41,68,83
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Female,15 Years +,11,52,64,70,73
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Female,  15-24,0,39,0,0,-
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Female,  25 Years +,0,57,64,74,78
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Female,  25-64,0,72,66,78,83
11-Apr,Ontario,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,0,61,50,71
11-May,Canada,  Total Landed immigrants,  Labour force,  Male,15 Years +,202,346,567,809,319
11-May,Canada,  Total Landed immigrants,  Labour force,  Male,  15-24,31,33,21,14,2
11-May,Canada,  Total Landed immigrants,  Labour force,  Male,  25 Years +,171,313,547,796,317
11-May,Canada,  Total Landed immigrants,  Labour force,  Male,  25-64,158,296,514,758,295
11-May,Canada,  Total Landed immigrants,  Labour force,  Male,  55 Years +,58,77,142,173,85
11-May,Canada,  Total Landed immigrants,  Labour force,  Female,15 Years +,172,310,583,684,219
11-May,Canada,  Total Landed immigrants,  Labour force,  Female,  15-24,37,27,30,20,3
11-May,Canada,  Total Landed immigrants,  Labour force,  Female,  25 Years +,135,283,553,663,216
11-May,Canada,  Total Landed immigrants,  Labour force,  Female,  25-64,124,274,530,646,208
11-May,Canada,  Total Landed immigrants,  Labour force,  Female,  55 Years +,57,74,117,116,44
11-May,Canada,  Total Landed immigrants,    Employment,  Male,15 Years +,172,317,526,752,298
11-May,Canada,  Total Landed immigrants,    Employment,  Male,  15-24,23,28,19,13,0
11-May,Canada,  Total Landed immigrants,    Employment,  Male,  25 Years +,149,289,507,739,297
11-May,Canada,  Total Landed immigrants,    Employment,  Male,  25-64,137,272,476,703,277
11-May,Canada,  Total Landed immigrants,    Employment,  Male,  55 Years +,49,74,130,159,79
11-May,Canada,  Total Landed immigrants,    Employment,  Female,15 Years +,145,280,534,634,203
11-May,Canada,  Total Landed immigrants,    Employment,  Female,  15-24,30,22,27,18,2
11-May,Canada,  Total Landed immigrants,    Employment,  Female,  25 Years +,116,259,507,616,201
11-May,Canada,  Total Landed immigrants,    Employment,  Female,  25-64,106,250,484,599,193
11-May,Canada,  Total Landed immigrants,    Employment,  Female,  55 Years +,51,71,110,108,41
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,142,281,467,680,266
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Male,  15-24,8,18,12,10,0
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,135,263,454,670,265
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25-64,126,254,433,646,252
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,41,61,106,137,67
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,96,211,416,501,163
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Female,  15-24,5,8,17,13,2
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,91,203,399,489,161
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25-64,86,198,390,480,156
11-May,Canada,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,37,51,78,77,30
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,29,36,59,72,33
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Male,  15-24,15,10,7,3,0
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,14,26,53,69,32
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25-64,11,19,43,57,25
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,8,13,24,23,12
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,50,70,118,133,41
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Female,  15-24,25,13,10,5,0
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,25,56,108,128,41
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25-64,20,52,94,120,37
11-May,Canada,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,13,20,32,31,11
11-May,Canada,  Total Landed immigrants,    Unemployment,  Male,15 Years +,31,29,41,57,20
11-May,Canada,  Total Landed immigrants,    Unemployment,  Male,  15-24,9,4,2,0,0
11-May,Canada,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,22,24,39,57,20
11-May,Canada,  Total Landed immigrants,    Unemployment,  Male,  25-64,22,24,38,55,18
11-May,Canada,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,9,3,12,14,6
11-May,Canada,  Total Landed immigrants,    Unemployment,  Female,15 Years +,26,30,50,49,16
11-May,Canada,  Total Landed immigrants,    Unemployment,  Female,  15-24,7,5,3,3,0
11-May,Canada,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,19,25,47,47,15
11-May,Canada,  Total Landed immigrants,    Unemployment,  Female,  25-64,18,24,46,47,15
11-May,Canada,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,7,3,7,8,3
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,303,161,238,202,82
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Male,  15-24,68,18,10,4,0
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,235,144,228,198,81
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25-64,58,60,81,89,36
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,207,114,190,147,59
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,478,342,312,271,77
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Female,  15-24,63,23,13,7,0
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,415,318,299,263,76
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25-64,125,166,163,192,55
11-May,Canada,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,355,218,197,108,30
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,15,8,7,7,6
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Male,  15-24,28,14,9,0,0
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,13,8,7,7,6
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25-64,14,8,7,7,6
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,16,4,8,8,7
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,15,10,9,7,7
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Female,  15-24,20,20,10,12,0
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25 Years +,14,9,8,7,7
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25-64,15,9,9,7,7
11-May,Canada,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,12,4,6,7,6
11-May,Canada,  Total Landed immigrants,Employment rate,  Male,15 Years +,34,63,65,74,75
11-May,Canada,  Total Landed immigrants,Employment rate,  Male,  15-24,23,56,61,73,0
11-May,Canada,  Total Landed immigrants,Employment rate,  Male,  25 Years +,37,63,66,74,75
11-May,Canada,  Total Landed immigrants,Employment rate,  Male,  25-64,63,77,80,83,84
11-May,Canada,  Total Landed immigrants,Employment rate,  Male,  55 Years +,19,39,39,50,55
11-May,Canada,  Total Landed immigrants,Employment rate,  Female,15 Years +,22,43,60,67,69
11-May,Canada,  Total Landed immigrants,Employment rate,  Female,  15-24,30,43,62,65,60
11-May,Canada,  Total Landed immigrants,Employment rate,  Female,  25 Years +,21,43,60,67,69
11-May,Canada,  Total Landed immigrants,Employment rate,  Female,  25-64,42,57,70,72,73
11-May,Canada,  Total Landed immigrants,Employment rate,  Female,  55 Years +,12,24,35,48,56
11-May,Canada,  Non-landed immigrants,  Labour force,  Male,15 Years +,12,30,48,74,28
11-May,Canada,  Non-landed immigrants,  Labour force,  Male,  15-24,3,8,4,6,0
11-May,Canada,  Non-landed immigrants,  Labour force,  Male,  25 Years +,9,22,44,68,28
11-May,Canada,  Non-landed immigrants,  Labour force,  Male,  25-64,9,22,44,68,27
11-May,Canada,  Non-landed immigrants,  Labour force,  Male,  55 Years +,0,2,3,7,4
11-May,Canada,  Non-landed immigrants,  Labour force,  Female,15 Years +,8,25,41,57,19
11-May,Canada,  Non-landed immigrants,  Labour force,  Female,  15-24,3,4,3,6,0
11-May,Canada,  Non-landed immigrants,  Labour force,  Female,  25 Years +,5,21,38,51,18
11-May,Canada,  Non-landed immigrants,  Labour force,  Female,  25-64,4,20,38,51,18
11-May,Canada,  Non-landed immigrants,  Labour force,  Female,  55 Years +,0,3,5,4,2
11-May,Canada,  Non-landed immigrants,    Employment,  Male,15 Years +,11,26,45,71,28
11-May,Canada,  Non-landed immigrants,    Employment,  Male,  15-24,3,6,4,6,0
11-May,Canada,  Non-landed immigrants,    Employment,  Male,  25 Years +,9,20,41,66,27
11-May,Canada,  Non-landed immigrants,    Employment,  Male,  25-64,8,20,41,65,27
11-May,Canada,  Non-landed immigrants,    Employment,  Male,  55 Years +,0,2,3,7,4
11-May,Canada,  Non-landed immigrants,    Employment,  Female,15 Years +,7,22,38,53,18
11-May,Canada,  Non-landed immigrants,    Employment,  Female,  15-24,3,3,3,5,0
11-May,Canada,  Non-landed immigrants,    Employment,  Female,  25 Years +,5,19,35,48,17
11-May,Canada,  Non-landed immigrants,    Employment,  Female,  25-64,4,18,35,48,17
11-May,Canada,  Non-landed immigrants,    Employment,  Female,  55 Years +,0,2,5,4,2
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,10,22,41,64,25
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Male,  15-24,2,4,3,4,0
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,8,18,38,60,24
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25-64,8,18,38,59,24
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,0,2,3,6,3
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,4,19,34,43,14
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Female,  15-24,0,3,3,4,0
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,3,16,31,39,14
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25-64,3,16,31,39,14
11-May,Canada,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,0,2,4,2,0
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,2,4,4,8,3
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Male,  15-24,0,2,0,0,-
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,2,3,6,3
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,2,3,6,3
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,0,-,0,0,0
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,3,3,4,11,4
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Female,  15-24,2,0,0,2,0
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,2,3,4,9,4
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25-64,2,3,4,9,4
11-May,Canada,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,-,0,0,2,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Male,15 Years +,0,4,3,3,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Male,  15-24,0,2,-,0,-
11-May,Canada,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,2,3,3,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,2,3,3,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,0,0,0,0,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,3,3,3,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,0,0,0,-
11-May,Canada,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,0,2,3,3,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Female,  25-64,0,0,3,3,0
11-May,Canada,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,0,0,0,0,-
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,17,14,11,21,5
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Male,  15-24,10,5,0,3,0
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,6,9,10,18,4
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25-64,3,7,8,15,3
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,4,3,3,5,0
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,26,17,20,26,7
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Female,  15-24,10,6,2,3,0
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,16,11,18,23,6
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25-64,8,7,15,20,5
11-May,Canada,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,10,6,6,5,2
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,13,6,4,0
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,26,-,0,-
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,8,6,4,0
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,8,6,4,0
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,0,0,0,0,0
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,13,7,6,0
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,0,0,0,-
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,11,7,6,0
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,0,7,6,0
11-May,Canada,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,0,0,0,0,-
11-May,Canada,  Non-landed immigrants,Employment rate,  Male,15 Years +,39,60,77,75,84
11-May,Canada,  Non-landed immigrants,Employment rate,  Male,  15-24,20,45,76,63,0
11-May,Canada,  Non-landed immigrants,Employment rate,  Male,  25 Years +,55,66,77,76,85
11-May,Canada,  Non-landed immigrants,Employment rate,  Male,  25-64,70,71,80,78,87
11-May,Canada,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,38,47,58,79
11-May,Canada,  Non-landed immigrants,Employment rate,  Female,15 Years +,21,52,62,65,70
11-May,Canada,  Non-landed immigrants,Employment rate,  Female,  15-24,21,30,55,61,0
11-May,Canada,  Non-landed immigrants,Employment rate,  Female,  25 Years +,22,60,63,65,70
11-May,Canada,  Non-landed immigrants,Employment rate,  Female,  25-64,35,70,67,68,74
11-May,Canada,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,25,43,43,53
11-May,Ontario,  Total Landed immigrants,  Labour force,  Male,15 Years +,109,188,301,422,170
11-May,Ontario,  Total Landed immigrants,  Labour force,  Male,  15-24,14,16,9,8,0
11-May,Ontario,  Total Landed immigrants,  Labour force,  Male,  25 Years +,95,173,291,414,169
11-May,Ontario,  Total Landed immigrants,  Labour force,  Male,  25-64,88,162,273,395,159
11-May,Ontario,  Total Landed immigrants,  Labour force,  Male,  55 Years +,34,47,86,91,41
11-May,Ontario,  Total Landed immigrants,  Labour force,  Female,15 Years +,91,173,304,382,128
11-May,Ontario,  Total Landed immigrants,  Labour force,  Female,  15-24,16,16,14,11,2
11-May,Ontario,  Total Landed immigrants,  Labour force,  Female,  25 Years +,75,157,289,371,127
11-May,Ontario,  Total Landed immigrants,  Labour force,  Female,  25-64,68,151,273,358,121
11-May,Ontario,  Total Landed immigrants,  Labour force,  Female,  55 Years +,36,41,69,66,23
11-May,Ontario,  Total Landed immigrants,    Employment,  Male,15 Years +,94,172,281,391,159
11-May,Ontario,  Total Landed immigrants,    Employment,  Male,  15-24,11,14,8,7,0
11-May,Ontario,  Total Landed immigrants,    Employment,  Male,  25 Years +,84,158,272,384,158
11-May,Ontario,  Total Landed immigrants,    Employment,  Male,  25-64,77,147,255,366,149
11-May,Ontario,  Total Landed immigrants,    Employment,  Male,  55 Years +,30,46,79,83,37
11-May,Ontario,  Total Landed immigrants,    Employment,  Female,15 Years +,82,156,274,356,120
